Invoice_ID,branch,city,customer_type,gender,product_line,unit_price,quantity,total,date,time,payment,payments_fee,gross_income,cost_price,unit_cost
658-66-3967,C,Naypyitaw,Normal,Female,Health and beauty,55.85,7,390.95,2019-01-14,2024-12-18 15:42:00,Ewallet,5.86,86.01,304.92,43.56
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,47.08,9,423.71999999999997,2019-01-14,2024-12-18 14:00:00,Credit card,12.71,63.56,360.18,40.02
562-12-5434,A,Yangon,Member,Female,Clothes and accessories,55.25,4,221.0,2019-01-14,2024-12-18 10:11:00,Ewallet,3.46,15.47,205.52,51.38
821-14-9046,B,Mandalay,Member,Female,Clothes and accessories,6.28,6,37.68,2019-01-14,2024-12-18 15:04:00,Credit card,1.09,2.64,35.04,5.84
299-46-1805,B,Mandalay,Member,Female,Sports and travel,98.41,6,590.46,2019-01-15,2024-12-18 16:19:00,Cash,0.0,88.57,501.90000000000003,83.65
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,63.92,9,575.28,2019-01-15,2024-12-18 17:17:00,Ewallet,8.63,86.3,489.06000000000006,54.34
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,77.2,2,154.4,2019-01-15,2024-12-18 13:41:00,Ewallet,2.32,38.6,115.8,57.9
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,18.31,5,91.55,2019-01-15,2024-12-18 19:25:00,Cash,0.0,10.99,80.55,16.11
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,93.67,9,843.03,2019-01-15,2024-12-18 15:42:00,Credit card,25.29,151.75,691.29,76.81
301-11-9629,A,Yangon,Normal,Female,Sports and travel,20.06,7,140.42,2019-01-15,2024-12-18 10:43:00,Cash,0.0,21.06,119.35000000000001,17.05
589-02-8023,A,Yangon,Member,Male,Food and beverages,87.96,2,175.92,2019-01-15,2024-12-18 10:54:00,Credit card,5.28,21.11,154.82,77.41
188-55-0967,B,Mandalay,Member,Male,Health and beauty,69.79,10,697.9000000000001,2019-01-15,2024-12-18 15:01:00,Credit card,20.94,153.55,544.4,54.44
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,79.44,5,397.2,2019-01-15,2024-12-18 18:22:00,Ewallet,5.96,59.58,337.65,67.53
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,85.29,7,597.0300000000001,2019-01-15,2024-12-18 20:44:00,Cash,0.0,131.35,465.71000000000004,66.53
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,12.0,6,72.0,2019-01-15,2024-12-18 17:24:00,Cash,0.0,12.96,59.04,9.84
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,102.24,10,1022.4,2019-01-15,2024-12-18 13:48:00,Credit card,30.67,184.03,838.4000000000001,83.84
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,58.66,10,586.5999999999999,2019-01-15,2024-12-18 15:01:00,Cash,0.0,88.0,498.6,49.86
125-45-2292,B,Mandalay,Normal,Female,Clothes and accessories,16.85,4,67.4,2019-01-15,2024-12-18 13:15:00,Cash,0.94,4.72,62.68,15.67
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,53.93,1,53.93,2019-01-16,2024-12-18 15:26:00,Ewallet,0.81,13.48,40.45,40.45
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,100.36,10,1003.6,2019-01-16,2024-12-18 13:32:00,Cash,0.0,180.65,822.9000000000001,82.29
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,97.92,9,881.28,2019-01-16,2024-12-18 18:08:00,Cash,0.0,105.76,775.53,86.17
347-72-6115,B,Mandalay,Member,Female,Sports and travel,95.28,7,666.96,2019-01-16,2024-12-18 18:03:00,Credit card,20.01,100.04,566.93,80.99
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,41.17,4,164.68,2019-01-16,2024-12-18 20:03:00,Credit card,4.94,41.17,123.52,30.88
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,16.27,2,32.54,2019-01-16,2024-12-18 15:10:00,Cash,0.0,4.88,27.66,13.83
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,18.0,7,126.0,2019-01-16,2024-12-18 12:07:00,Credit card,3.78,18.9,107.10000000000001,15.3
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,66.74,10,667.4,2019-01-16,2024-12-18 17:59:00,Cash,0.0,120.13,547.3,54.73
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,55.23,9,497.07,2019-01-16,2024-12-18 14:42:00,Cash,0.0,59.65,437.40000000000003,48.6
618-34-8551,A,Yangon,Normal,Female,Sports and travel,97.84,2,195.68,2019-01-16,2024-12-18 18:41:00,Credit card,5.87,29.35,166.34,83.17
659-65-8958,B,Mandalay,Member,Male,Clothes and accessories,95.03,1,95.03,2019-01-16,2024-12-18 15:40:00,Ewallet,0.42,6.65,88.38,88.38
286-62-6249,B,Mandalay,Normal,Male,Clothes and accessories,25.01,5,125.05000000000001,2019-01-16,2024-12-18 20:12:00,Credit card,2.48,8.75,116.30000000000001,23.26
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,91.06,1,91.06,2019-01-17,2024-12-18 18:45:00,Ewallet,1.37,16.39,74.67,74.67
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,22.6,6,135.60000000000002,2019-01-17,2024-12-18 12:48:00,Credit card,4.07,24.4,111.18,18.53
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,75.52,5,377.59999999999997,2019-01-17,2024-12-18 15:05:00,Credit card,11.33,56.64,320.95,64.19
698-98-5964,A,Yangon,Normal,Female,Food and beverages,85.27,10,852.6999999999999,2019-01-17,2024-12-18 13:01:00,Credit card,25.58,102.33,750.4000000000001,75.04
349-97-8902,B,Mandalay,Member,Male,Food and beverages,60.79,2,121.58,2019-01-17,2024-12-18 10:37:00,Ewallet,1.82,14.59,106.98,53.49
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,99.32,7,695.24,2019-01-17,2024-12-18 15:27:00,Credit card,20.86,125.14,570.0799999999999,81.44
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,42.65,2,85.3,2019-01-17,2024-12-18 10:01:00,Credit card,2.56,12.8,72.5,36.25
445-30-9252,A,Yangon,Normal,Male,Sports and travel,26.99,3,80.97,2019-01-17,2024-12-18 17:59:00,Ewallet,1.21,12.14,68.82000000000001,22.94
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,68.94,2,137.88,2019-01-17,2024-12-18 16:46:00,Cash,0.0,16.54,121.34,60.67
497-37-6538,A,Yangon,Normal,Male,Sports and travel,61.86,7,433.02,2019-01-17,2024-12-18 15:15:00,Ewallet,6.49,64.95,368.06,52.58
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,65.96,2,131.92,2019-01-17,2024-12-18 12:36:00,Ewallet,1.98,29.02,102.9,51.45
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,27.63,5,138.15,2019-01-18,2024-12-18 20:59:00,Credit card,4.14,20.72,117.4,23.48
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,20.78,8,166.24,2019-01-18,2024-12-18 12:04:00,Ewallet,2.49,19.95,146.32,18.29
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,41.39,1,41.39,2019-01-18,2024-12-18 15:08:00,Cash,0.0,9.11,32.28,32.28
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,20.33,9,182.96999999999997,2019-01-18,2024-12-18 18:43:00,Ewallet,2.74,32.93,150.03000000000003,16.67
562-12-5430,A,Yangon,Member,Female,Fashion accessories,92.56,3,277.68,2019-01-18,2024-12-18 10:11:00,Ewallet,4.17,69.42,208.26,69.42
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,18.35,6,110.10000000000001,2019-01-18,2024-12-18 15:04:00,Credit card,3.3,27.53,82.62,13.77
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,95.16,9,856.4399999999999,2019-01-18,2024-12-18 15:28:00,Cash,0.0,128.47,728.01,80.89
166-19-2553,A,Yangon,Member,Male,Sports and travel,93.51,6,561.0600000000001,2019-01-18,2024-12-18 17:26:00,Cash,0.0,84.16,476.93999999999994,79.49
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,63.78,7,446.46000000000004,2019-01-18,2024-12-18 16:23:00,Ewallet,6.7,111.61,334.81,47.83
410-67-1704,A,Yangon,Member,Female,Clothes and accessories,18.3,7,128.1,2019-01-18,2024-12-18 17:57:00,Ewallet,2.04,8.96,119.14,17.02
477-59-2458,B,Mandalay,Member,Female,Clothes and accessories,8.76,6,52.56,2019-01-18,2024-12-18 11:22:00,Cash,0.76,3.68,48.900000000000006,8.15
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,60.97,9,548.73,2019-01-19,2024-12-18 20:07:00,Ewallet,8.23,98.78,450.0,50.0
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,45.34,8,362.72,2019-01-19,2024-12-18 19:39:00,Credit card,10.88,43.53,319.2,39.9
796-32-9050,A,Yangon,Normal,Male,Food and beverages,53.84,6,323.04,2019-01-19,2024-12-18 16:31:00,Cash,0.0,38.77,284.28000000000003,47.38
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,55.54,6,333.24,2019-01-19,2024-12-18 17:34:00,Credit card,10.0,49.98,283.26,47.21
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,93.04,1,93.04,2019-01-19,2024-12-18 10:21:00,Cash,0.0,16.75,76.29,76.29
882-40-4577,A,Yangon,Member,Male,Sports and travel,70.62,4,282.48,2019-01-19,2024-12-18 15:28:00,Credit card,8.47,42.37,240.12,60.03
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,66.21,3,198.63,2019-01-19,2024-12-18 15:58:00,Ewallet,2.98,29.8,168.84,56.28
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,84.98,1,84.98,2019-01-19,2024-12-18 16:08:00,Credit card,2.55,12.75,72.23,72.23
149-61-1929,A,Yangon,Normal,Male,Sports and travel,67.4,10,674.0,2019-01-19,2024-12-18 14:08:00,Credit card,20.22,101.1,572.9,57.29
482-17-1179,A,Yangon,Member,Male,Electronic accessories,12.54,3,37.62,2019-01-19,2024-12-18 12:47:00,Credit card,1.13,5.64,31.98,10.66
832-51-6761,A,Yangon,Normal,Male,Food and beverages,35.57,8,284.56,2019-01-19,2024-12-18 20:29:00,Ewallet,4.27,34.15,250.48,31.31
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,104.06,6,624.36,2019-01-19,2024-12-18 13:11:00,Cash,0.0,156.08,468.24,78.04
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.71,8,101.68,2019-01-19,2024-12-18 10:17:00,Ewallet,1.52,15.25,86.4,10.8
151-27-8496,C,Naypyitaw,Normal,Male,Electronic accessories,58.94,4,235.76,2019-01-19,2024-12-18 11:43:00,Ewallet,3.54,35.36,200.4,50.1
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,47.96,10,479.6,2019-01-19,2024-12-18 19:30:00,Ewallet,7.19,86.34,393.29999999999995,39.33
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,62.57,4,250.28,2019-01-19,2024-12-18 12:46:00,Cash,0.0,30.03,220.24,55.06
261-12-8679,A,Yangon,Normal,Female,Clothes and accessories,271.49,1,271.49,2019-01-19,2024-12-18 19:45:00,Credit card,7.7,19.0,252.49,252.49
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,75.97,10,759.7,2019-01-20,2024-12-18 15:55:00,Cash,0.0,136.74,622.9,62.29
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,56.11,2,112.22,2019-01-20,2024-12-18 20:38:00,Ewallet,1.68,20.2,92.02,46.01
645-78-8093,A,Yangon,Normal,Female,Sports and travel,97.8,2,195.6,2019-01-20,2024-12-18 18:09:00,Ewallet,2.93,29.34,166.26,83.13
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,93.71,8,749.68,2019-01-20,2024-12-18 10:13:00,Cash,0.0,134.95,614.72,76.84
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,87.08,4,348.32,2019-01-20,2024-12-18 16:51:00,Ewallet,5.22,52.25,296.08,74.02
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,39.35,3,118.05000000000001,2019-01-20,2024-12-18 13:45:00,Credit card,3.54,21.25,96.81,32.27
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,16.4,8,131.2,2019-01-20,2024-12-18 20:37:00,Ewallet,1.97,32.8,98.4,12.3
410-67-1709,A,Yangon,Member,Female,Fashion accessories,67.07,8,536.56,2019-01-20,2024-12-18 17:48:00,Ewallet,8.05,134.15,402.48,50.31
787-87-2010,A,Yangon,Member,Female,Health and beauty,58.28,4,233.12,2019-01-20,2024-12-18 15:48:00,Credit card,6.99,51.28,181.84,45.46
458-10-8612,C,Naypyitaw,Normal,Female,Health and beauty,67.28,7,470.96000000000004,2019-01-20,2024-12-18 12:27:00,Ewallet,7.06,103.62,367.35999999999996,52.48
288-38-3755,A,Yangon,Member,Female,Clothes and accessories,85.93,3,257.79,2019-01-20,2024-12-18 18:31:00,Ewallet,3.68,18.05,239.76,79.92
329-62-1586,A,Yangon,Normal,Male,Food and beverages,57.4,3,172.2,2019-01-21,2024-12-18 18:00:00,Credit card,5.17,20.67,151.53,50.51
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,104.15,6,624.9000000000001,2019-01-21,2024-12-18 14:42:00,Credit card,18.75,137.48,487.43999999999994,81.24
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,81.85,6,491.09999999999997,2019-01-21,2024-12-18 16:37:00,Ewallet,7.37,88.4,402.72,67.12
316-68-6352,A,Yangon,Member,Female,Food and beverages,38.18,2,76.36,2019-01-21,2024-12-18 10:00:00,Cash,0.0,9.16,67.2,33.6
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,76.88,6,461.28,2019-01-21,2024-12-18 17:44:00,Cash,0.0,83.03,378.24,63.04
269-10-8440,A,Yangon,Member,Female,Health and beauty,55.83,7,390.81,2019-01-21,2024-12-18 18:01:00,Cash,0.0,85.98,304.84999999999997,43.55
401-18-8016,B,Mandalay,Member,Female,Sports and travel,103.04,1,103.04,2019-01-21,2024-12-18 17:36:00,Cash,0.0,15.46,87.58,87.58
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,72.43,1,72.43,2019-01-21,2024-12-18 20:13:00,Cash,0.0,8.69,63.74,63.74
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,78.4,9,705.6,2019-01-22,2024-12-18 10:55:00,Ewallet,10.58,127.01,578.61,64.29
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,21.4,5,107.0,2019-01-22,2024-12-18 18:56:00,Cash,0.0,23.54,83.45,16.69
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,85.59,1,85.59,2019-01-22,2024-12-18 10:57:00,Ewallet,1.28,18.83,66.76,66.76
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,41.36,5,206.8,2019-01-22,2024-12-18 20:46:00,Credit card,6.2,37.22,169.60000000000002,33.92
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,32.21,3,96.63,2019-01-22,2024-12-18 11:00:00,Ewallet,1.45,17.4,79.23,26.41
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,58.6,6,351.6,2019-01-22,2024-12-18 11:52:00,Cash,0.0,77.35,274.26,45.71
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,30.3,5,151.5,2019-01-22,2024-12-18 18:08:00,Credit card,4.55,18.18,133.35000000000002,26.67
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,20.21,8,161.68,2019-01-23,2024-12-18 18:37:00,Ewallet,2.43,19.4,142.32,17.79
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,49.75,4,199.0,2019-01-23,2024-12-18 10:25:00,Cash,0.0,35.82,163.2,40.8
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,94.29,10,942.9000000000001,2019-01-23,2024-12-18 13:00:00,Credit card,28.29,141.44,801.5,80.15
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,40.39,8,323.12,2019-01-23,2024-12-18 11:51:00,Cash,0.0,38.78,284.4,35.55
604-70-6476,A,Yangon,Member,Male,Fashion accessories,18.84,5,94.2,2019-01-23,2024-12-18 14:04:00,Ewallet,1.41,23.55,70.65,14.13
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,88.25,3,264.75,2019-01-23,2024-12-18 13:29:00,Cash,0.0,39.71,225.06,75.02
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,87.96,6,527.76,2019-01-23,2024-12-18 12:10:00,Ewallet,7.92,95.0,432.78,72.13
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,69.36,6,416.15999999999997,2019-01-23,2024-12-18 10:28:00,Cash,0.0,62.43,353.76,58.96
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,87.23,1,87.23,2019-01-23,2024-12-18 17:16:00,Ewallet,1.31,13.08,74.15,74.15
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,32.14,1,32.14,2019-01-23,2024-12-18 12:20:00,Ewallet,0.48,8.04,24.1,24.1
828-46-6863,A,Yangon,Member,Male,Food and beverages,103.46,6,620.76,2019-01-23,2024-12-18 11:22:00,Credit card,18.62,74.49,546.24,91.04
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,11.54,5,57.699999999999996,2019-01-23,2024-12-18 10:18:00,Credit card,1.73,12.69,45.0,9.0
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,47.71,7,333.97,2019-01-23,2024-12-18 11:15:00,Cash,0.0,83.5,250.46,35.78
160-22-2687,A,Yangon,Member,Female,Health and beauty,100.75,5,503.75,2019-01-23,2024-12-18 14:21:00,Ewallet,7.56,110.82,392.9,78.58
316-66-3011,A,Yangon,Member,Female,Food and beverages,50.01,9,450.09,2019-01-23,2024-12-18 12:35:00,Cash,0.0,54.01,396.09,44.01
809-46-1866,A,Yangon,Normal,Male,Health and beauty,61.06,4,244.24,2019-01-23,2024-12-18 17:44:00,Cash,0.0,53.73,190.52,47.63
148-41-7930,C,Naypyitaw,Normal,Female,Health and beauty,104.96,7,734.7199999999999,2019-01-23,2024-12-18 10:33:00,Cash,0.0,161.64,573.09,81.87
604-70-6477,A,Yangon,Member,Male,Clothes and accessories,21.0,6,126.0,2019-01-23,2024-12-18 14:19:00,Ewallet,0.71,8.82,117.18,19.53
318-12-0308,A,Yangon,Normal,Male,Clothes and accessories,60.1,2,120.2,2019-01-23,2024-12-18 12:33:00,Ewallet,0.26,8.41,111.8,55.9
289-65-5726,C,Naypyitaw,Normal,Female,Clothes and accessories,83.47,2,166.94,2019-01-23,2024-12-18 19:35:00,Cash,2.06,11.69,155.24,77.62
232-11-3025,A,Yangon,Normal,Male,Sports and travel,82.71,10,827.0999999999999,2019-01-24,2024-12-18 10:04:00,Cash,0.0,124.06,703.0,70.3
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,42.32,10,423.2,2019-01-24,2024-12-18 17:37:00,Credit card,12.69,63.47,359.7,35.97
726-27-2396,A,Yangon,Normal,Female,Health and beauty,81.38,5,406.9,2019-01-24,2024-12-18 20:36:00,Ewallet,6.1,89.51,317.35,63.47
435-13-4908,A,Yangon,Member,Male,Fashion accessories,91.01,8,728.08,2019-01-24,2024-12-18 18:04:00,Credit card,21.84,182.03,546.08,68.26
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,97.88,3,293.64,2019-01-24,2024-12-18 11:45:00,Cash,0.0,73.41,220.23,73.41
510-79-0415,B,Mandalay,Member,Female,Sports and travel,24.23,6,145.38,2019-01-24,2024-12-18 19:20:00,Ewallet,2.18,21.81,123.60000000000001,20.6
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,79.67,7,557.69,2019-01-24,2024-12-18 10:38:00,Ewallet,8.37,83.66,474.03999999999996,67.72
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,76.94,5,384.7,2019-01-24,2024-12-18 15:05:00,Ewallet,5.77,69.25,315.45000000000005,63.09
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,63.91,1,63.91,2019-01-24,2024-12-18 13:24:00,Cash,0.0,11.5,52.41,52.41
778-34-2523,A,Yangon,Member,Female,Electronic accessories,51.05,8,408.4,2019-01-24,2024-12-18 10:57:00,Cash,0.0,61.26,347.12,43.39
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,11.09,8,88.72,2019-01-24,2024-12-18 17:43:00,Cash,0.0,13.31,75.36,9.42
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,90.01,3,270.03000000000003,2019-01-24,2024-12-18 20:59:00,Ewallet,4.05,48.6,221.43,73.81
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,80.43,10,804.3000000000001,2019-01-24,2024-12-18 18:10:00,Ewallet,12.06,120.65,683.7,68.37
435-13-4903,A,Yangon,Member,Male,Clothes and accessories,9.57,9,86.13,2019-01-24,2024-12-18 18:20:00,Credit card,10.94,6.03,80.10000000000001,8.9
789-23-8629,B,Mandalay,Member,Male,Clothes and accessories,18.47,4,73.88,2019-01-24,2024-12-18 11:53:00,Cash,0.0,5.17,68.68,17.17
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,92.78,5,463.9,2019-01-25,2024-12-18 19:48:00,Cash,0.0,55.67,408.2,81.64
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,16.2,1,16.2,2019-01-25,2024-12-18 15:46:00,Credit card,0.49,4.05,12.15,12.15
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,41.6,7,291.2,2019-01-25,2024-12-18 13:18:00,Cash,0.0,72.8,218.4,31.2
280-17-4359,C,Naypyitaw,Member,Female,Health and beauty,95.03,10,950.3,2019-01-25,2024-12-18 13:48:00,Cash,0.0,209.06,741.2,74.12
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,36.03,8,288.24,2019-01-25,2024-12-18 15:00:00,Ewallet,4.32,63.4,224.8,28.1
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,27.54,9,247.85999999999999,2019-01-25,2024-12-18 20:24:00,Ewallet,3.72,37.18,210.69,23.41
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,50.94,7,356.58,2019-01-25,2024-12-18 13:30:00,Credit card,10.7,42.79,313.74,44.82
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,63.01,4,252.04,2019-01-25,2024-12-18 15:54:00,Cash,0.0,45.37,206.68,51.67
730-61-8757,B,Mandalay,Member,Female,Health and beauty,53.69,4,214.76,2019-01-25,2024-12-18 10:11:00,Credit card,6.44,47.25,167.52,41.88
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,64.01,2,128.02,2019-01-25,2024-12-18 19:39:00,Credit card,3.84,32.01,96.02,48.01
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,22.97,2,45.94,2019-01-25,2024-12-18 14:29:00,Ewallet,0.69,6.89,39.04,19.52
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,100.92,1,100.92,2019-01-25,2024-12-18 16:28:00,Ewallet,1.51,22.2,78.72,78.72
340-21-9136,A,Yangon,Member,Female,Sports and travel,42.05,4,168.2,2019-01-25,2024-12-18 11:40:00,Cash,0.0,25.23,143.0,35.75
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,55.97,3,167.91,2019-01-25,2024-12-18 14:19:00,Ewallet,2.52,30.22,137.67000000000002,45.89
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,73.7,9,663.3000000000001,2019-01-25,2024-12-18 13:38:00,Cash,0.0,99.5,563.76,62.64
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,89.11,3,267.33,2019-01-25,2024-12-18 18:30:00,Ewallet,4.01,66.84,200.49,66.83
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,77.81,1,77.81,2019-01-25,2024-12-18 11:05:00,Cash,0.0,19.45,58.36,58.36
191-10-6177,B,Mandalay,Normal,Male,Clothes and accessories,3.83,9,34.47,2019-01-25,2024-12-18 13:20:00,Cash,1.79,2.41,32.04,3.56
778-71-5554,C,Naypyitaw,Member,Male,Clothes and accessories,140.73,1,140.73,2019-01-25,2024-12-18 15:51:00,Credit card,0.27,9.85,130.88,130.88
173-82-9527,B,Mandalay,Normal,Female,Clothes and accessories,15.92,8,127.36,2019-01-25,2024-12-18 14:59:00,Cash,1.87,8.92,118.48,14.81
258-69-7812,B,Mandalay,Normal,Female,Clothes and accessories,14.34,4,57.36,2019-01-25,2024-12-18 18:55:00,Cash,0.9,4.01,53.36,13.34
881-41-7304,C,Naypyitaw,Member,Female,Clothes and accessories,133.0,1,133.0,2019-01-25,2024-12-18 10:07:00,Credit card,3.41,9.31,123.69,123.69
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,101.51,3,304.53000000000003,2019-01-26,2024-12-18 19:56:00,Ewallet,4.57,36.54,267.99,89.33
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,47.1,10,471.0,2019-01-26,2024-12-18 19:54:00,Ewallet,7.07,70.65,400.4,40.04
316-55-4634,B,Mandalay,Member,Male,Food and beverages,84.05,5,420.25,2019-01-26,2024-12-18 12:45:00,Credit card,12.61,50.43,369.85,73.97
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,26.83,4,107.32,2019-01-26,2024-12-18 20:23:00,Ewallet,1.61,19.32,88.0,22.0
836-82-5858,B,Mandalay,Member,Male,Health and beauty,72.84,9,655.5600000000001,2019-01-26,2024-12-18 19:14:00,Ewallet,9.83,144.22,511.29,56.81
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,85.44,2,170.88,2019-01-26,2024-12-18 19:28:00,Cash,0.0,42.72,128.16,64.08
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,54.27,7,379.89000000000004,2019-01-26,2024-12-18 18:22:00,Cash,0.0,56.99,322.91,46.13
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,39.85,10,398.5,2019-01-26,2024-12-18 14:51:00,Cash,0.0,99.62,298.9,29.89
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,54.12,5,270.59999999999997,2019-01-26,2024-12-18 17:45:00,Cash,0.0,40.59,230.0,46.0
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,38.69,5,193.45,2019-01-26,2024-12-18 18:53:00,Cash,0.0,48.37,145.1,29.02
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,68.24,1,68.24,2019-01-26,2024-12-18 10:06:00,Credit card,2.05,17.06,51.18,51.18
135-13-8269,B,Mandalay,Member,Female,Food and beverages,82.83,2,165.66,2019-01-26,2024-12-18 16:04:00,Cash,0.0,19.88,145.78,72.89
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.69,1,12.69,2019-01-26,2024-12-18 18:19:00,Credit card,0.38,3.17,9.52,9.52
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,22.39,1,22.39,2019-01-26,2024-12-18 12:43:00,Cash,0.0,5.6,16.79,16.79
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,35.5,3,106.5,2019-01-26,2024-12-18 15:11:00,Ewallet,1.6,23.43,83.07000000000001,27.69
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,35.0,2,70.0,2019-01-26,2024-12-18 14:41:00,Credit card,2.1,8.4,61.6,30.8
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,91.43,7,640.01,2019-01-26,2024-12-18 15:17:00,Cash,0.0,96.01,544.04,77.72
